tournament,bid,seed,rWon,code,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate
Bronx,Octas,46,4,Harrison KK,Harrison,female,144.5,0,New York,New York,2016,0,non-Powerhouse,instate,1
Bronx,Octas,77,4,Harrison LCo,Harrison,female,141.2,0,New York,New York,2018,0,non-Powerhouse,instate,1
Bronx,Octas,39,5,Harrison MZi,Harrison,male,143.9,0,New York,New York,2017,1,non-Powerhouse,instate,1
Bronx,Octas,14,5,Harrison RP,Harrison,male,147,0,New York,New York,2017,1,non-Powerhouse,instate,1
Bronx,Octas,32,5,Harrison SR,Harrison,female,144.6,0,New York,New York,2016,0,non-Powerhouse,instate,1
Bronx,Octas,135,3,Harvard-Westlake ER,Harvard-Westlake,male,136.9,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,158,2,Harvard-Westlake EZ,Harvard-Westlake,male,136,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,121,3,Harvard-Westlake JD,Harvard-Westlake,male,139.28,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,90,4,Harvard-Westlake MG,Harvard-Westlake,male,137.4,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,125,3,Harvard-Westlake NP,Harvard-Westlake,male,138.6,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,130,3,Harvard-Westlake SP,Harvard-Westlake,male,137.7,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,104,3,Harvard-Westlake VC,Harvard-Westlake,male,141,1,New York,California,2019,1,Powerhouse,outofstate,0
Bronx,Octas,15,5,Hawken NK,Hawken,female,146.8,0,New York,Ohio,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,81,4,Hendrick Hudson MG,Hendrick Hudson,male,140.8,0,New York,New York,2017,1,non-Powerhouse,instate,1
Bronx,Octas,20,5,Hunter College AK,Hunter,female,146.1,0,New York,New York,2017,0,non-Powerhouse,instate,1
Bronx,Octas,120,3,Hunter College ML,Hunter,female,139.3,0,New York,New York,2018,0,non-Powerhouse,instate,1
Bronx,Octas,82,4,Hunter College MS,Hunter,female,140.8,0,New York,New York,2018,0,non-Powerhouse,instate,1
Bronx,Octas,19,5,Hunter College NP,Hunter,female,146.2,0,New York,New York,2017,0,non-Powerhouse,instate,1
Bronx,Octas,75,4,Hunter College TC,Hunter,female,141.3,0,New York,New York,2018,0,non-Powerhouse,instate,1
Bronx,Octas,102,3,Hunter College TF,Hunter,male,141.1,0,New York,New York,2018,1,non-Powerhouse,instate,1
Bronx,Octas,97,3,Isidore Newman AA,Isidore Newman,female,141.7,0,New York,Louisianna,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,175,0,Isidore Newman AJ,Isidore Newman,male,135.5,0,New York,Louisianna,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,142,2,Isidore Newman LA,Isidore Newman,female,138.8,0,New York,Louisianna,2018,0,non-Powerhouse,outofstate,0
Bronx,Octas,161,2,La Salle College FB,La Salle College,male,135.07,0,New York,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,157,2,La Salle College SR,La Salle College,male,136.1,0,New York,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,42,5,Lake Highland Prep KP,Lake Highland Prep,female,142.8,1,New York,Florida,2017,0,Powerhouse,outofstate,0
Bronx,Octas,3,6,Lake Highland Prep MC,Lake Highland Prep,male,147.5,1,New York,Florida,2017,1,Powerhouse,outofstate,0
Bronx,Octas,1,7,Lake Highland Prep NK,Lake Highland Prep,male,148.2,1,New York,Florida,2016,1,Powerhouse,outofstate,0
Bronx,Octas,69,4,Lake Highland Prep OT,Lake Highland Prep,male,142.1,1,New York,Florida,2016,1,Powerhouse,outofstate,0
Bronx,Octas,10,6,Lake Highland Prep SP,Lake Highland Prep,female,146.1,1,New York,Florida,2016,0,Powerhouse,outofstate,0
Bronx,Octas,152,2,Lake Mary AR,Lake Mary,female,136.9,0,New York,NA,NA,0,non-Powerhouse,NA,NA
Bronx,Octas,170,1,Lake Mary CM,Lake Mary,male,135.77,0,New York,NA,NA,1,non-Powerhouse,NA,NA
Bronx,Octas,165,1,Lake Mary DD,Lake Mary,male,138,0,New York,NA,NA,1,non-Powerhouse,NA,NA
Bronx,Octas,26,5,Lexington AS,Lexington,male,145.4,0,New York,Massachusetts,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,24,5,Lexington KB,Lexington,male,145.4,0,New York,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,22,5,Lexington NB,Lexington,male,145.5,0,New York,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,88,4,Lexington NG,Lexington,male,139.8,0,New York,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,127,3,Lexington RW,Lexington,male,138.1,0,New York,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,128,3,Lexington VV,Lexington,male,138.1,0,New York,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,123,3,Marriotts Ridge QC,Marriotts Ridge,female,139,0,New York,Maryland,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,110,3,Millburn AL,Millburn,male,140.5,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,58,4,Millburn CS,Millburn,male,143.1,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,93,3,Millburn PH,Millburn,male,142.5,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,12,6,Millburn WH,Millburn,male,144.8,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,7,6,Mission San Jose Independent SS,Mission San Jose Independent,male,147.2,0,New York,California,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,160,2,Monticello AM,Monticello,male,135.1,0,New York,New York,2018,1,non-Powerhouse,instate,1
Bronx,Octas,47,4,Monticello DA,Monticello,male,144.1,0,New York,New York,2016,1,non-Powerhouse,instate,1
Bronx,Octas,96,3,Monticello KC,Monticello,male,141.8,0,New York,New York,2016,1,non-Powerhouse,instate,1
Bronx,Octas,149,2,Montville AH,Montville,male,137.5,0,New York,New Jersey,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,143,2,Montville AL,Montville,male,138.8,0,New York,New Jersey,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,140,2,Montville AS,Montville,male,139.33,0,New York,New Jersey,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,146,2,Montville EJ,Montville,male,138.1,0,New York,New Jersey,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,163,2,Montville KL,Montville,male,132,0,New York,New Jersey,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,83,4,Montville RU,Montville,male,140.7,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,2,7,Newark Science AK,Newark Science,male,147.9,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,48,4,Newark Science DA,Newark Science,male,144.03,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,156,2,Newark Science DJ,Newark Science,male,136.2,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,134,3,Newark Science SM,Newark Science,female,137.2,0,New York,New Jersey,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,92,3,Newtown AH,Newtown,female,142.6,0,New York,NA,NA,0,non-Powerhouse,NA,NA
Bronx,Octas,162,2,Newtown EJ,Newtown,female,133.8,0,New York,NA,NA,0,non-Powerhouse,NA,NA
Bronx,Octas,91,3,Nova Sr JK,Nova Sr,female,144.8,0,New York,Florida,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,145,2,Nova Sr MH,Nova Sr,female,138.3,0,New York,Florida,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,174,1,Nova Sr SS,Nova Sr,male,132.9,0,New York,Florida,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,150,2,Nueva JT,Nueva,male,137.5,0,New York,California,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,108,3,Oakwood Secondary AB,Oakwood Secondary,male,140.6,0,New York,California,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,59,4,Oakwood Secondary AM,Oakwood Secondary,male,143.1,0,New York,California,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,107,3,Oakwood Secondary JG,Oakwood Secondary,male,140.9,0,New York,California,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,98,3,Oakwood Secondary JS,Oakwood Secondary,male,141.7,0,New York,California,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,9,6,Oakwood Secondary JW,Oakwood Secondary,male,146.5,0,New York,California,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,133,3,Pembroke Pines Charter EG,Pembroke Pines Charter,female,137.3,0,New York,Florida,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,64,4,Pembroke Pines Charter JF,Pembroke Pines Charter,male,142.6,0,New York,Florida,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,71,4,Pembroke Pines Charter SS,Pembroke Pines Charter,male,141.9,0,New York,Florida,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,139,2,Pembroke Pines Charter WW,Pembroke Pines Charter,male,139.53,0,New York,Florida,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,89,4,Pingry AG,Pingry,female,139.8,0,New York,New Jersey,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,173,1,Poly Prep Country Day MD,Poly Prep Country Day,male,135,0,New York,New York,2016,1,non-Powerhouse,instate,1
Bronx,Octas,87,4,Princeton EO,Princeton,male,140,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,103,3,Princeton JK,Princeton,male,141.1,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,100,3,Princeton MM,Princeton,male,141.3,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,115,3,Princeton MN,Princeton,female,139.7,0,New York,New Jersey,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,118,3,Princeton NE,Princeton,male,139.4,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,137,2,Randolph AH,Randolph,female,140.6,0,New York,New Jersey,2018,0,non-Powerhouse,outofstate,0
Bronx,Octas,113,3,Randolph AP,Randolph,female,139.77,0,New York,New Jersey,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,126,3,Randolph EW,Randolph,female,138.5,0,New York,New Jersey,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,54,4,Randolph HK,Randolph,male,143.4,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,101,3,Ridge JH,Ridge,female,141.3,0,New York,New Jersey,2018,0,non-Powerhouse,outofstate,0
Bronx,Octas,33,5,Ridge NP,Ridge,female,144.5,0,New York,New Jersey,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,8,6,Ridge SK,Ridge,male,146.7,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,119,3,Ridge ST,Ridge,female,139.4,0,New York,New Jersey,s,0,non-Powerhouse,outofstate,0
Bronx,Octas,36,5,Ridge VK,Ridge,male,144.3,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,78,4,Roslyn AG,Roslyn,male,141,0,New York,New York,2017,1,non-Powerhouse,instate,1
Bronx,Octas,17,5,Scarsdale DW,Scarsdale,male,146.7,1,New York,New York,2016,1,Powerhouse,instate,1
Bronx,Octas,43,4,Scarsdale GZ,Scarsdale,female,145.2,1,New York,New York,2017,0,Powerhouse,instate,1
Bronx,Octas,73,4,Scarsdale JN,Scarsdale,male,141.6,1,New York,New York,2016,1,Powerhouse,instate,1
Bronx,Octas,40,5,Scarsdale MC,Scarsdale,female,143.8,1,New York,New York,2016,0,Powerhouse,instate,1
Bronx,Octas,84,4,Scarsdale ML,Scarsdale,male,140.6,1,New York,New York,2017,1,Powerhouse,instate,1
Bronx,Octas,50,4,Scarsdale SJ,Scarsdale,female,143.8,1,New York,New York,2016,0,Powerhouse,instate,1
Bronx,Octas,27,5,Scarsdale ZG,Scarsdale,male,145.4,1,New York,New York,2017,1,Powerhouse,instate,1
Bronx,Octas,63,4,St. Louis Park DA,St. Louis Park,male,142.9,0,New York,Minnesota,2017,1,non-Powerhouse,outofstate,0
Bronx,Octas,37,5,Stuyvesant KF,Stuyvesant,female,144.3,0,New York,New York,2017,0,non-Powerhouse,instate,1
Bronx,Octas,67,4,Stuyvesant KW,Stuyvesant,female,142.4,0,New York,New York,2016,0,non-Powerhouse,instate,1
Bronx,Octas,106,3,Stuyvesant MR,Stuyvesant,female,140.93,0,New York,New York,2016,0,non-Powerhouse,instate,1
Bronx,Octas,153,2,Stuyvesant OG,Stuyvesant,female,136.9,0,New York,New York,2017,0,non-Powerhouse,instate,1
Bronx,Octas,79,4,Stuyvesant PY,Stuyvesant,female,140.9,0,New York,New York,2018,0,non-Powerhouse,instate,1
Bronx,Octas,169,1,Stuyvesant SH,Stuyvesant,male,135.9,0,New York,New York,2018,1,non-Powerhouse,instate,1
Bronx,Octas,44,4,Stuyvesant SL,Stuyvesant,female,145,0,New York,New York,2016,0,non-Powerhouse,instate,1
Bronx,Octas,85,4,Stuyvesant YE,Stuyvesant,female,140.4,0,New York,New York,2017,0,non-Powerhouse,instate,1
Bronx,Octas,105,3,Success Academy SC,Success Academy,male,140.98,0,New York,New York,2018,1,non-Powerhouse,instate,1
Bronx,Octas,31,5,Syosset AM,Syosset,male,144.7,0,New York,New York,2017,1,non-Powerhouse,instate,1
Bronx,Octas,159,2,Syosset JA,Syosset,female,135.7,0,New York,New York,2018,0,non-Powerhouse,instate,1
Bronx,Octas,49,4,Syosset JW,Syosset,male,143.9,0,New York,New York,2017,1,non-Powerhouse,instate,1
Bronx,Octas,164,1,Trinity Prep MP,Trinity Prep,female,139.4,0,New York,Florida,2017,0,non-Powerhouse,outofstate,0
Bronx,Octas,6,6,University JR,University,male,147.3,1,New York,Florida,2016,1,Powerhouse,outofstate,0
Bronx,Octas,4,6,University KC,University,female,147.5,1,New York,Florida,2016,0,Powerhouse,outofstate,0
Bronx,Octas,66,4,University MW,University,male,142.5,1,New York,Florida,2017,1,Powerhouse,outofstate,0
Bronx,Octas,51,4,Upper Arlington HW,Upper Arlington,male,143.8,0,New York,Ohio,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,124,3,Upper Dublin RZ,Upper Dublin,male,138.9,0,New York,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Bronx,Octas,55,4,Walt Whitman CC,Walt Whitman,female,143.4,1,New York,Maryland,2018,0,Powerhouse,outofstate,0
Bronx,Octas,94,3,Walt Whitman JB,Walt Whitman,male,142,1,New York,Maryland,2016,1,Powerhouse,outofstate,0
Bronx,Octas,25,5,Walt Whitman LK,Walt Whitman,female,145.4,1,New York,Maryland,2016,0,Powerhouse,outofstate,0
Bronx,Octas,80,4,Walt Whitman MH,Walt Whitman,male,140.9,1,New York,Maryland,2017,1,Powerhouse,outofstate,0
Bronx,Octas,35,5,Walt Whitman XR,Walt Whitman,male,144.3,1,New York,Maryland,2017,1,Powerhouse,outofstate,0
Bronx,Octas,57,4,West Des Moines Valley CT,Des Moines Valley,male,143.1,1,New York,Iowa,2019,1,Powerhouse,outofstate,0
Bronx,Octas,21,5,West Des Moines Valley DR,Des Moines Valley,female,145.5,1,New York,Iowa,2016,0,Powerhouse,outofstate,0
Bronx,Octas,53,4,West Des Moines Valley EM,Des Moines Valley,male,143.4,1,New York,Iowa,2017,1,Powerhouse,outofstate,0
Bronx,Octas,16,5,West Des Moines Valley TF,Des Moines Valley,male,146.8,1,New York,Iowa,2017,1,Powerhouse,outofstate,0
Bronx,Octas,11,6,West Des Moines Valley TG,Des Moines Valley,male,145.3,1,New York,Iowa,2017,1,Powerhouse,outofstate,0
Bronx,Octas,65,4,Westford AS,Westford,female,142.6,0,New York,Massachusetts,2016,0,non-Powerhouse,outofstate,0
Bronx,Octas,172,1,Westford VA,Westford,male,135.2,0,New York,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Bronx,Octas,34,5,Wilson MF,Wilson,male,144.4,0,New York,District of Columbia,2016,1,non-Powerhouse,outofstate,0
Central Valley,Finals,39,2,CD CD,Coeur d'Alene,female,107,0,Washington,Idaho,2017,0,non-Powerhouse,outofstate,0
Central Valley,Finals,26,3,CD HE,Coeur d'Alene,male,110.5,0,Washington,Idaho,2016,1,non-Powerhouse,outofstate,0
Central Valley,Finals,22,3,CH AE,Coeur d'Alene Charter,male,111.4,0,Washington,Idaho,2017,1,non-Powerhouse,outofstate,0
Central Valley,Finals,9,4,CV AM,Central Valley,female,115.8,0,Washington,Washington,2016,0,non-Powerhouse,instate,1
Central Valley,Finals,28,3,CV EM,Central Valley,female,109,0,Washington,Washington,2016,0,non-Powerhouse,instate,1
Central Valley,Finals,40,2,CV GM,Central Valley,male,106,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,11,4,EC DC,Eastside Catholic,male,112.9,0,Washington,Washington,2017,1,non-Powerhouse,instate,1
Central Valley,Finals,33,2,EC NM,Eastside Catholic,male,112.9,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,34,2,FE AA,Ferris,female,111.3,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,46,1,FE AF,Ferris,male,106,0,Washington,NA,NA,1,non-Powerhouse,NA,NA
Central Valley,Finals,3,5,FE CC,Ferris,male,117.6,0,Washington,NA,NA,1,non-Powerhouse,NA,NA
Central Valley,Finals,13,4,FE CCa,Ferris,female,111.3,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,27,3,FE GP,Ferris,female,110,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,31,3,FE TS,Ferris,male,107,0,Washington,NA,NA,1,non-Powerhouse,NA,NA
Central Valley,Finals,37,2,FE WO,Ferris,male,108.5,0,Washington,NA,NA,1,non-Powerhouse,NA,NA
Central Valley,Finals,1,6,GH AB,Gig Harbor,male,116.6,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,6,5,GH CA,Gig Harbor,male,111.5,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,2,6,GH CM,Gig Harbor,male,116.3,0,Washington,Washington,2017,1,non-Powerhouse,instate,1
Central Valley,Finals,4,5,GH EA,Gig Harbor,male,117.6,0,Washington,Washington,2017,1,non-Powerhouse,instate,1
Central Valley,Finals,14,4,GH KG,Gig Harbor,female,111.1,0,Washington,Washington,2018,0,non-Powerhouse,instate,1
Central Valley,Finals,24,3,GH ND,Gig Harbor,female,111.1,0,Washington,Washington,2017,0,non-Powerhouse,instate,1
Central Valley,Finals,8,4,GH SA,Gig Harbor,female,116.1,0,Washington,Washington,2017,0,non-Powerhouse,instate,1
Central Valley,Finals,23,3,GH ZW,Gig Harbor,male,111.3,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,44,1,GP GK,Gonzaga Prep,male,108.9,0,Washington,Washington,2018,1,non-Powerhouse,instate,1
Central Valley,Finals,16,4,GP MA,Gonzaga Prep,male,109.2,0,Washington,Washington,2019,1,non-Powerhouse,instate,1
Central Valley,Finals,29,3,GP RO,Gonzaga Prep,male,108,0,Washington,Washington,2018,1,non-Powerhouse,instate,1
Central Valley,Finals,10,4,GP SC,Gonzaga Prep,male,114.3,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,19,3,GP TJ,Gonzaga Prep,male,114,0,Washington,Washington,2017,1,non-Powerhouse,instate,1
Central Valley,Finals,45,1,LK CE,Lake City,male,107,0,Washington,Idaho,2016,1,non-Powerhouse,outofstate,0
Central Valley,Finals,25,3,LK JM,Lake City,female,111,0,Washington,Idaho,2016,0,non-Powerhouse,outofstate,0
Central Valley,Finals,30,3,LN JH,Lincoln,male,107,0,Washington,Oregon,2017,1,non-Powerhouse,outofstate,0
Central Valley,Finals,32,2,LW AA,Lewis and Clark,female,113.7,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,18,3,LW BB,Lewis and Clark,female,114.5,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,5,5,LW BP,Lewis and Clark,female,113,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,17,3,LW BR,Lewis and Clark,male,115,0,Washington,NA,NA,1,non-Powerhouse,NA,NA
Central Valley,Finals,20,3,LW KD,Lewis and Clark,female,112,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,42,2,MD BB,Mead,male,104,0,Washington,Washington,2016,1,non-Powerhouse,instate,1
Central Valley,Finals,15,4,MD JE,Mead,male,111,0,Washington,Washington,2017,1,non-Powerhouse,instate,1
Central Valley,Finals,36,2,OK CL,Oaks Classical Christian,female,109.6,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,47,1,OK EM,Oaks Classical Christian,female,101.8,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,43,1,OK JM,Oaks Classical Christian,female,110,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,35,2,OK MR,Oaks Classical Christian,female,110,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,48,0,OK SG,Oaks Classical Christian,female,107.9,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,41,2,OK SM,Oaks Classical Christian,female,105,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
Central Valley,Finals,7,4,SP BR,Sprague,male,118.2,0,Washington,Oregon,2016,1,non-Powerhouse,outofstate,0
Central Valley,Finals,12,4,SP CG,Sprague,male,112.7,0,Washington,Oregon,2016,1,non-Powerhouse,outofstate,0
Central Valley,Finals,21,3,SR TD,Southridge,male,111.5,0,Washington,NA,NA,1,non-Powerhouse,NA,NA
Central Valley,Finals,38,2,UN JS,Univ,female,108,0,Washington,NA,NA,0,non-Powerhouse,NA,NA
College Prep,Quarters,100,1,Albany EK,Albany,female,113.9,0,California,California,2017,0,non-Powerhouse,instate,1
College Prep,Quarters,69,3,BASIS Independent Silicon Valley EK,BASIS Independent Silicon Valley,male,112,0,California,California,2018,1,non-Powerhouse,instate,1
College Prep,Quarters,95,2,BASIS Independent Silicon Valley MK,BASIS Independent Silicon Valley,female,110.4,0,California,California,2018,0,non-Powerhouse,instate,1
College Prep,Quarters,68,3,Bentley KS,Bentley,female,112,0,California,California,2017,0,non-Powerhouse,instate,1
College Prep,Quarters,28,4,Brentwood CH,Brentwood,female,115.3,1,California,California,2016,0,Powerhouse,instate,1
College Prep,Quarters,84,2,Brentwood EB,Brentwood,female,112.2,1,California,California,2018,0,Powerhouse,instate,1
College Prep,Quarters,57,3,Brentwood EL,Brentwood,female,113.3,1,California,California,2018,0,Powerhouse,instate,1
College Prep,Quarters,67,3,Brentwood JD,Brentwood,male,112.1,1,California,California,2018,1,Powerhouse,instate,1
College Prep,Quarters,43,3,Brentwood JR,Brentwood,male,115.8,1,California,California,2016,1,Powerhouse,instate,1
College Prep,Quarters,102,1,Brentwood KM,Brentwood,female,112.1,1,California,California,2018,0,Powerhouse,instate,1
College Prep,Quarters,48,3,Brentwood RY,Brentwood,male,114.2,1,California,California,2019,1,Powerhouse,instate,1
College Prep,Quarters,37,4,Brentwood WJ,Brentwood,male,114.1,1,California,California,2018,1,Powerhouse,instate,1
College Prep,Quarters,22,4,Chaminade CP ER,Chaminade CP,male,115.7,0,California,California,2016,1,non-Powerhouse,instate,1
College Prep,Quarters,77,2,Clovis North RG,Clovis North,male,113.3,0,California,California,2018,1,non-Powerhouse,instate,1
College Prep,Quarters,110,0,Clovis North SD,Clovis North,male,111.3,0,California,California,2018,1,non-Powerhouse,instate,1
College Prep,Quarters,89,2,College Prep AZ,College Prep,male,111.1,0,California,California,2018,1,non-Powerhouse,instate,1
College Prep,Quarters,91,2,College Prep JZ,College Prep,female,111,0,California,California,2017,0,non-Powerhouse,instate,1
College Prep,Quarters,15,5,Collegiate EW,Collegiate,male,115.3,0,California,New York,2017,1,non-Powerhouse,outofstate,0
College Prep,Quarters,1,6,Crossroads NS,Crossroads,male,118.9,0,California,California,2017,1,non-Powerhouse,instate,1
College Prep,Quarters,79,2,Crystal Springs Uplands AT,Crystal Springs Uplands,female,112.8,0,California,NA,NA,0,non-Powerhouse,NA,NA
College Prep,Quarters,106,1,Crystal Springs Uplands KL,Crystal Springs Uplands,male,108.9,0,California,NA,NA,1,non-Powerhouse,NA,NA
College Prep,Quarters,29,4,Del Mar Independent NK,Del Mar Independent,male,115.3,0,California,California,2016,1,non-Powerhouse,instate,1
College Prep,Quarters,80,2,Dougherty Valley AM,Dougherty Valley,male,112.8,0,California,California,2016,1,non-Powerhouse,instate,1
College Prep,Quarters,24,4,Dougherty Valley CS,Dougherty Valley,female,115.6,0,California,California,2017,0,non-Powerhouse,instate,1
College Prep,Quarters,27,4,Dougherty Valley SZ,Dougherty Valley,male,115.4,0,California,California,2016,1,non-Powerhouse,instate,1
College Prep,Quarters,82,2,Evergreen AJ,Evergreen,female,112.6,0,California,NA,NA,0,non-Powerhouse,NA,NA
College Prep,Quarters,93,2,Evergreen AY,Evergreen,male,110.8,0,California,NA,NA,1,non-Powerhouse,NA,NA
College Prep,Quarters,39,4,Evergreen VS,Evergreen,female,114.1,0,California,California,2016,0,non-Powerhouse,instate,1
College Prep,Quarters,99,2,Fremont MM,Fremont,male,108.3,0,California,NA,NA,1,non-Powerhouse,NA,NA
College Prep,Quarters,109,0,Fremont RP,Fremont,male,112.08,0,California,NA,NA,1,non-Powerhouse,NA,NA
College Prep,Quarters,108,1,Gonzaga Prep MA,Gonzaga Prep,male,107.2,0,California,Washington,2019,1,non-Powerhouse,outofstate,0
College Prep,Quarters,97,2,Gonzaga Prep SC,Gonzaga Prep,male,110.3,0,California,Washington,2016,1,non-Powerhouse,outofstate,0
College Prep,Quarters,41,3,Harker KQ,Harker,female,116.5,0,California,California,2016,0,non-Powerhouse,instate,1
College Prep,Quarters,105,1,Harker KS,Harker,female,111,0,California,California,2019,0,non-Powerhouse,instate,1
College Prep,Quarters,73,2,Harker ML,Harker,male,114.5,0,California,California,2018,1,non-Powerhouse,instate,1
College Prep,Quarters,23,4,Harker MS,Harker,male,115.6,0,California,California,2018,1,non-Powerhouse,instate,1
College Prep,Quarters,70,3,Harker NT,Harker,female,111.7,0,California,California,2018,0,non-Powerhouse,instate,1
College Prep,Quarters,6,5,Harker RX,Harker,male,117.1,0,California,California,2017,1,non-Powerhouse,instate,1
College Prep,Quarters,66,3,Harker SL,Harker,female,112.5,0,California,California,2018,0,non-Powerhouse,instate,1
College Prep,Quarters,64,3,Harker SN,Harker,male,112.7,0,California,California,2019,1,non-Powerhouse,instate,1
College Prep,Quarters,9,5,Harker SP,Harker,male,116.6,0,California,California,2017,1,non-Powerhouse,instate,1
College Prep,Quarters,31,4,Harvard-Westlake EE,Harvard-Westlake,male,115.2,1,California,California,2017,1,Powerhouse,instate,1
College Prep,Quarters,96,2,Harvard-Westlake EZ,Harvard-Westlake,male,110.3,1,California,California,2019,1,Powerhouse,instate,1
College Prep,Quarters,83,2,Harvard-Westlake JC,Harvard-Westlake,female,112.3,1,California,California,2018,0,Powerhouse,instate,1
College Prep,Quarters,61,3,Harvard-Westlake KW,Harvard-Westlake,male,113,1,California,California,2017,1,Powerhouse,instate,1
