tournament,code,trips,doubs,octas,quarters,semis,finals
Greenhill,Northland Christian MB,,-1,-1,-1,-1,-1
Greenhill,Bronx Science WD,,-1,-1,-1,-1,-1
Valley,Lake Highland Prep NK,1,1,1,1,0,-1
Valley,Crossroads NS,1,1,1,1,1,0
Valley,Oxbridge Academy of the Palm Beaches NV,1,1,1,0,-1,-1
Valley,Millard North GB,1,1,1,0,-1,-1
Valley,Hunter College NP,1,1,1,1,1,1
Valley,Strake Jesuit CP SM,1,1,1,1,0,-1
Valley,Immaculate Heart LM,1,1,1,0,-1,-1
Valley,Law Magnet DD,1,1,1,0,-1,-1
Valley,Lake Highland Prep SP,1,1,0,-1,-1,-1
Valley,NSU University JR,1,1,0,-1,-1,-1
Valley,Lexington AS,1,1,0,-1,-1,-1
Valley,Walt Whitman LK,1,1,0,-1,-1,-1
Valley,Cambridge Rindge and Latin OS,1,1,0,-1,-1,-1
Valley,Harrison KK,1,1,0,-1,-1,-1
Valley,Strake Jesuit CP RC,1,1,0,-1,-1,-1
Valley,Oakwood JW,1,0,-1,-1,-1,-1
Valley,Barrington VA,1,1,0,-1,-1,-1
Valley,Strake Jesuit CP KF,1,0,-1,-1,-1,-1
Valley,Lake Highland Prep MK,1,0,-1,-1,-1,-1
Valley,Mission LS,1,0,-1,-1,-1,-1
Valley,duPont Manual XH,1,0,-1,-1,-1,-1
Valley,Hunter College AK,0,-1,-1,-1,-1,-1
Valley,Millburn WH,1,0,-1,-1,-1,-1
Valley,Apple Valley PH,1,0,-1,-1,-1,-1
Valley,Bronx HS of Science OK,1,0,-1,-1,-1,-1
Valley,American Heritage Plantation DM,1,0,-1,-1,-1,-1
Valley,Interlake AL,1,0,-1,-1,-1,-1
Valley,Millard North PK,0,-1,-1,-1,-1,-1
Valley,Immaculate Heart DD,1,0,-1,-1,-1,-1
Valley,Lake Highland Prep MC,1,0,-1,-1,-1,-1
Valley,Fenwick TS,0,-1,-1,-1,-1,-1
Valley,Loyola JO,0,-1,-1,-1,-1,-1
Valley,Upper Arlington HW,1,0,-1,-1,-1,-1
Valley,Cambridge Rindge and Latin PO,1,0,-1,-1,-1,-1
Valley,Lake Highland Prep KP,0,-1,-1,-1,-1,-1
Valley,Strake Jesuit CP RB,0,-1,-1,-1,-1,-1
Valley,NSU University KC,1,0,-1,-1,-1,-1
Valley,Millburn CS,0,-1,-1,-1,-1,-1
Valley,Apple Valley JB,0,-1,-1,-1,-1,-1
Valley,Houston Memorial PK,0,-1,-1,-1,-1,-1
Valley,Barrington SN,0,-1,-1,-1,-1,-1
Valley,Collegiate EW,0,-1,-1,-1,-1,-1
Valley,Harrison RP,1,0,-1,-1,-1,-1
Valley,Strake Jesuit CP AS,0,-1,-1,-1,-1,-1
Valley,Collegiate DM,0,-1,-1,-1,-1,-1
Valley,St. Louis Park DA,0,-1,-1,-1,-1,-1
Valley,Apple Valley HD,0,-1,-1,-1,-1,-1
Valley,Bronx HS of Science RR,0,-1,-1,-1,-1,-1
Valley,West Des Moines Valley GH,-1,-1,-1,-1,-1,-1
Valley,Apple Valley CH,-1,-1,-1,-1,-1,-1
Valley,Ventura NA,-1,-1,-1,-1,-1,-1
Valley,Lake Highland Prep AA,-1,-1,-1,-1,-1,-1
Valley,Lake Highland Prep RS,-1,-1,-1,-1,-1,-1
Valley,Ventura VV,-1,-1,-1,-1,-1,-1
Valley,Rosemount WL,-1,-1,-1,-1,-1,-1
Valley,Servite PA,-1,-1,-1,-1,-1,-1
Valley,Dowling Catholic JO,-1,-1,-1,-1,-1,-1
Valley,Apple Valley SO,-1,-1,-1,-1,-1,-1
Valley,Lincoln East FC,-1,-1,-1,-1,-1,-1
Valley,American Heritage Boca Delray AD,-1,-1,-1,-1,-1,-1
Valley,Oxbridge Academy of the Palm Beaches AW,-1,-1,-1,-1,-1,-1
Valley,Lake Highland Prep SS,-1,-1,-1,-1,-1,-1
Valley,Ventura CW,-1,-1,-1,-1,-1,-1
Valley,Bronx HS of Science GM,-1,-1,-1,-1,-1,-1
Valley,Del Mar SH,-1,-1,-1,-1,-1,-1
Valley,West Des Moines Valley AJ,-1,-1,-1,-1,-1,-1
Valley,Harrison LC,-1,-1,-1,-1,-1,-1
Valley,Cambridge Rindge and Latin SS,-1,-1,-1,-1,-1,-1
Valley,Barrington JH,-1,-1,-1,-1,-1,-1
Valley,St Thomas AS,-1,-1,-1,-1,-1,-1
Valley,Del Mar NK,-1,-1,-1,-1,-1,-1
Valley,Evanston HS,-1,-1,-1,-1,-1,-1
Valley,Barrington HS,-1,-1,-1,-1,-1,-1
Valley,Lake Highland Prep OT,-1,-1,-1,-1,-1,-1
Valley,Apple Valley KA,-1,-1,-1,-1,-1,-1
Valley,Evanston GH,-1,-1,-1,-1,-1,-1
Valley,Mission RS,-1,-1,-1,-1,-1,-1
Valley,Episcopal AB,-1,-1,-1,-1,-1,-1
Valley,Marquette University HL,-1,-1,-1,-1,-1,-1
Valley,Strake Jesuit CP GN,-1,-1,-1,-1,-1,-1
Valley,Walt Whitman CC,-1,-1,-1,-1,-1,-1
Valley,Lake Highland Prep SG,-1,-1,-1,-1,-1,-1
Valley,Fenwick IC,-1,-1,-1,-1,-1,-1
Valley,Law Magnet DR,-1,-1,-1,-1,-1,-1
Valley,Ventura SS,-1,-1,-1,-1,-1,-1
Valley,North Atlanta AM,-1,-1,-1,-1,-1,-1
Valley,Law Magnet JM,-1,-1,-1,-1,-1,-1
Valley,Marquette University GP,-1,-1,-1,-1,-1,-1
Valley,Palo Alto Independent FZ,-1,-1,-1,-1,-1,-1
Valley,Strake Jesuit CP ML,-1,-1,-1,-1,-1,-1
Valley,Del Mar AS,-1,-1,-1,-1,-1,-1
Valley,Apple Valley CR,-1,-1,-1,-1,-1,-1
Valley,Bronx HS of Science AM,-1,-1,-1,-1,-1,-1
Valley,Katy Taylor MX,-1,-1,-1,-1,-1,-1
Valley,Westwood SM,-1,-1,-1,-1,-1,-1
Valley,Needham EL,-1,-1,-1,-1,-1,-1
Valley,Del Mar KC,-1,-1,-1,-1,-1,-1
Valley,Barrington TC,-1,-1,-1,-1,-1,-1
Valley,Ventura RM,-1,-1,-1,-1,-1,-1
Valley,Clovis North RG,-1,-1,-1,-1,-1,-1
Valley,St Thomas NB,-1,-1,-1,-1,-1,-1
Valley,West Des Moines Valley WG,-1,-1,-1,-1,-1,-1
Valley,Needham CJ,-1,-1,-1,-1,-1,-1
Valley,Strake Jesuit CP MC,-1,-1,-1,-1,-1,-1
Valley,Barrington ER,-1,-1,-1,-1,-1,-1
Valley,Millard North TQ,-1,-1,-1,-1,-1,-1
Valley,Lexington CC,-1,-1,-1,-1,-1,-1
Valley,Lincoln JO,-1,-1,-1,-1,-1,-1
Valley,Law Magnet CL,-1,-1,-1,-1,-1,-1
Valley,Apple Valley TE,-1,-1,-1,-1,-1,-1
Valley,Dowling Catholic DK,-1,-1,-1,-1,-1,-1
Valley,Lincoln East JL,-1,-1,-1,-1,-1,-1
Valley,Strake Jesuit CP AN,-1,-1,-1,-1,-1,-1
Valley,West Des Moines Valley AZ,-1,-1,-1,-1,-1,-1
Valley,St Thomas NW,-1,-1,-1,-1,-1,-1
Valley,Bettendorf RN,-1,-1,-1,-1,-1,-1
Valley,St Thomas SK,-1,-1,-1,-1,-1,-1
Valley,Millard North RE,-1,-1,-1,-1,-1,-1
Valley,Walt Whitman IL,-1,-1,-1,-1,-1,-1
Valley,Ventura SZ,-1,-1,-1,-1,-1,-1
Valley,Millard North QR,-1,-1,-1,-1,-1,-1
Valley,West Des Moines Valley JM,-1,-1,-1,-1,-1,-1
Valley,Dowling Catholic SE,-1,-1,-1,-1,-1,-1
Valley,St Thomas EM,-1,-1,-1,-1,-1,-1
Valley,West Des Moines Valley HS,-1,-1,-1,-1,-1,-1
Valley,Palo Alto Independent CF,-1,-1,-1,-1,-1,-1
Valley,Apple Valley YS,-1,-1,-1,-1,-1,-1
Valley,Fenwick PV,-1,-1,-1,-1,-1,-1
Valley,Millard West CG,-1,-1,-1,-1,-1,-1
Valley,Rosemount JS,-1,-1,-1,-1,-1,-1
Valley,Bettendorf AW,-1,-1,-1,-1,-1,-1
Holy Cross,Harrison RP,,,1,0,-1,-1
Holy Cross,Harvard-Westlake CE,,,1,1,0,-1
Holy Cross,Liberty Christian BS,,,1,1,1,1
Holy Cross,Harvard-Westlake EE,,,1,1,1,0
Holy Cross,Benjamin Franklin Higbh SF,,,1,0,-1,-1
Holy Cross,J. Graham Brown BD,,,1,0,-1,-1
Holy Cross,Plano East AK,,,1,0,-1,-1
Holy Cross,New Orleans Jesuit RC,,,1,1,0,-1
Holy Cross,Hockaday KB,,,0,-1,-1,-1
Holy Cross,St. Andrew's Episcopal BM,,,0,-1,-1,-1
Holy Cross,Park Crossing CP,,,0,-1,-1,-1
Holy Cross,Harvard-Westlake LM,,,0,-1,-1,-1
Holy Cross,Dulles AW,,,-1,-1,-1,-1
Holy Cross,Ruston WP,,,-1,-1,-1,-1
Holy Cross,Harvard-Westlake KK,,,-1,-1,-1,-1
Holy Cross,Benjamin Franklin Higbh MB,,,-1,-1,-1,-1
Holy Cross,Harvard-Westlake CJ,,,-1,-1,-1,-1
Holy Cross,St. Thomas More Catholic SC,,,-1,-1,-1,-1
Holy Cross,St. Thomas More Catholic JM,,,-1,-1,-1,-1
Holy Cross,St. Andrew's Episcopal IB,,,-1,-1,-1,-1
Holy Cross,St. Thomas More Catholic JB,,,-1,-1,-1,-1
Holy Cross,St Augustine IL,,,-1,-1,-1,-1
Holy Cross,Isidore Newman LA,,,-1,-1,-1,-1
Holy Cross,Hockaday ES,,,-1,-1,-1,-1
Holy Cross,Isidore Newman AA,,,-1,-1,-1,-1
Holy Cross,Isidore Newman AJ,,,-1,-1,-1,-1
Holy Cross,Laurel Christian HP,,,-1,-1,-1,-1
Holy Cross,New Orleans Jesuit JZ,,,-1,-1,-1,-1
Holy Cross,Hockaday CI,,,-1,-1,-1,-1
Holy Cross,New Orleans Jesuit JG,,,-1,-1,-1,-1
Holy Cross,Isidore Newman MK,,,-1,-1,-1,-1
Holy Cross,Hockaday AO,,,-1,-1,-1,-1
Holy Cross,John Paul the Great KM,,,-1,-1,-1,-1
Holy Cross,Laurel Christian SH,,,-1,-1,-1,-1
Holy Cross,New Orleans Jesuit AZ,,,-1,-1,-1,-1
Holy Cross,John Paul the Great LP,,,-1,-1,-1,-1
Holy Cross,New Orleans Jesuit CK,,,-1,-1,-1,-1
Holy Cross,New Orleans Jesuit MM,,,-1,-1,-1,-1
St. Marks,Greenhill BE,,1,1,1,1,1
St. Marks,Greenhill GB,,1,1,1,1,1
St. Marks,Law Magnet DD,,1,0,-1,-1,-1
St. Marks,Harvard-Westlake CE,,0,-1,-1,-1,-1
St. Marks,Montgomery WP,,1,0,-1,-1,-1
St. Marks,Greenhill VA,,1,1,1,0,-1
St. Marks,Peninsula JL,,1,0,-1,-1,-1
St. Marks,Apple Valley PH,,1,1,0,-1,-1
St. Marks,Dulles AW,,1,0,-1,-1,-1
St. Marks,Cedar Park MG,,1,1,0,-1,-1
St. Marks,Lake Highland Prep MK,,0,-1,-1,-1,-1
St. Marks,Loyola JO,,1,1,0,-1,-1
St. Marks,Strake Jesuit CP SM,,1,1,1,0,-1
St. Marks,Harvard-Westlake NS,,1,1,0,-1,-1
St. Marks,Dulles NB,,0,-1,-1,-1,-1
St. Marks,Harker KQ,,1,0,-1,-1,-1
St. Marks,Kinkaid EH,,0,-1,-1,-1,-1
St. Marks,Peninsula IG,,1,0,-1,-1,-1
St. Marks,Harvard-Westlake EE,,0,-1,-1,-1,-1
St. Marks,Phoenix Country Day PW,,0,-1,-1,-1,-1
St. Marks,Cypress Falls KS,,0,-1,-1,-1,-1
St. Marks,Plano East Senior AK,,1,0,-1,-1,-1
St. Marks,Loyola BS,,0,-1,-1,-1,-1
St. Marks,Houston Memorial PK,,0,-1,-1,-1,-1
St. Marks,Strake Jesuit CP RC,,0,-1,-1,-1,-1
St. Marks,Apple Valley JB,,0,-1,-1,-1,-1
St. Marks,Strake Jesuit CP KF,,0,-1,-1,-1,-1
St. Marks,Harvard-Westlake JN,,0,-1,-1,-1,-1
St. Marks,Meadows LS,,1,0,-1,-1,-1
St. Marks,Harker SP,,0,-1,-1,-1,-1
St. Marks,New Trier LK,,0,-1,-1,-1,-1
St. Marks,Meadows KB,,0,-1,-1,-1,-1
St. Marks,Westwood JA,,-1,-1,-1,-1,-1
St. Marks,St Thomas JB,,-1,-1,-1,-1,-1
St. Marks,Westwood SN,,-1,-1,-1,-1,-1
St. Marks,Peninsula KK,,-1,-1,-1,-1,-1
St. Marks,Lake Highland Prep AA,,-1,-1,-1,-1,-1
St. Marks,Kinkaid JY,,-1,-1,-1,-1,-1
St. Marks,Liberty Christian BS,,-1,-1,-1,-1,-1
St. Marks,Harker MS,,-1,-1,-1,-1,-1
St. Marks,Lexington AQ,,-1,-1,-1,-1,-1
St. Marks,Harvard-Westlake IP,,-1,-1,-1,-1,-1
St. Marks,Marlborough AG,,-1,-1,-1,-1,-1
St. Marks,Hockaday SM,,-1,-1,-1,-1,-1
St. Marks,West Des Moines Valley SC,,-1,-1,-1,-1,-1
St. Marks,Episcopal AB,,-1,-1,-1,-1,-1
St. Marks,Strake Jesuit CP AS,,-1,-1,-1,-1,-1
St. Marks,Northland Christian ML,,-1,-1,-1,-1,-1
St. Marks,Winston Churchill KH,,-1,-1,-1,-1,-1
St. Marks,Lake Highland Prep MC,,-1,-1,-1,-1,-1
St. Marks,Strake Jesuit CP RB,,-1,-1,-1,-1,-1
St. Marks,Kinkaid VL,,-1,-1,-1,-1,-1
St. Marks,Dulles KS,,-1,-1,-1,-1,-1
St. Marks,Lake Highland Prep JN,,-1,-1,-1,-1,-1
St. Marks,Cedar Park MT,,-1,-1,-1,-1,-1
St. Marks,Lexington ZA,,-1,-1,-1,-1,-1
St. Marks,Loyola DW,,-1,-1,-1,-1,-1
St. Marks,Meadows AT,,-1,-1,-1,-1,-1
St. Marks,Winston Churchill JL,,-1,-1,-1,-1,-1
St. Marks,Law Magnet JM,,-1,-1,-1,-1,-1
St. Marks,Colleyville Heritage AS,,-1,-1,-1,-1,-1
St. Marks,Greenhill SK,,-1,-1,-1,-1,-1
St. Marks,Westwood AR,,-1,-1,-1,-1,-1
St. Marks,Greenhill SA,,-1,-1,-1,-1,-1
St. Marks,Westlake VM,,-1,-1,-1,-1,-1
St. Marks,Westlake CF,,-1,-1,-1,-1,-1
St. Marks,Loyola AP,,-1,-1,-1,-1,-1
St. Marks,Park Crossing CP,,-1,-1,-1,-1,-1
St. Marks,Grapevine PT,,-1,-1,-1,-1,-1
St. Marks,Reagan FK,,-1,-1,-1,-1,-1
St. Marks,Marlborough LG,,-1,-1,-1,-1,-1
St. Marks,Harvard-Westlake DM,,-1,-1,-1,-1,-1
St. Marks,Lake Highland Prep NP,,-1,-1,-1,-1,-1
St. Marks,Ann Richards AM,,-1,-1,-1,-1,-1
St. Marks,Canyon Crest KL,,-1,-1,-1,-1,-1
St. Marks,West Des Moines Valley BG,,-1,-1,-1,-1,-1
St. Marks,Reagan RV,,-1,-1,-1,-1,-1
St. Marks,Marlborough GK,,-1,-1,-1,-1,-1
St. Marks,Grapevine NS,,-1,-1,-1,-1,-1
St. Marks,Westlake AM,,-1,-1,-1,-1,-1
St. Marks,Anderson BD,,-1,-1,-1,-1,-1
St. Marks,Woodlands DY,,-1,-1,-1,-1,-1
St. Marks,Tom C. Clark SC,,-1,-1,-1,-1,-1
St. Marks,Kinkaid JG,,-1,-1,-1,-1,-1
St. Marks,Norman North MW,,-1,-1,-1,-1,-1
St. Marks,Crosby JM,,-1,-1,-1,-1,-1
St. Marks,Reagan NP,,-1,-1,-1,-1,-1
St. Marks,Winston Churchill WC,,-1,-1,-1,-1,-1
St. Marks,Cascia Hall CR,,-1,-1,-1,-1,-1
St. Marks,Cypress Falls SR,,-1,-1,-1,-1,-1
St. Marks,Hockaday SF,,-1,-1,-1,-1,-1
St. Marks,Canyon Crest CC,,-1,-1,-1,-1,-1
St. Marks,Cabot ZA,,-1,-1,-1,-1,-1
St. Marks,Anderson JB,,-1,-1,-1,-1,-1
St. Marks,Loyola GC,,-1,-1,-1,-1,-1
St. Marks,Colleyville Heritage MS,,-1,-1,-1,-1,-1
St. Marks,Cabot BG,,-1,-1,-1,-1,-1
St. Marks,Cascia Hall CG,,-1,-1,-1,-1,-1
Bronx,Lake Highland Prep NK,1,0,-1,-1,-1,-1
Bronx,Newark Science AK,1,1,1,0,-1,-1
Bronx,Lake Highland Prep MC,1,1,1,1,0,-1
Bronx,University KC,1,1,1,0,-1,-1
Bronx,Byram Hills PE,1,0,-1,-1,-1,-1
Bronx,University JR,1,1,0,-1,-1,-1
Bronx,Mission San Jose Independent SS,1,1,1,1,1,1
Bronx,Ridge SK,1,1,1,0,-1,-1
Bronx,Oakwood Secondary JW,1,1,0,-1,-1,-1
Bronx,Lake Highland Prep SP,1,1,0,-1,-1,-1
Bronx,West Des Moines Valley TG,1,1,1,0,-1,-1
Bronx,Millburn WH,1,1,0,-1,-1,-1
Bronx,Harrison EA,1,1,0,-1,-1,-1
Bronx,Harrison RP,1,1,0,-1,-1,-1
Bronx,Hawken NK,1,0,-1,-1,-1,-1
Bronx,West Des Moines Valley TF,1,1,0,-1,-1,-1
Bronx,Scarsdale DW,1,0,-1,-1,-1,-1
Bronx,DuPont Manual XH,1,0,-1,-1,-1,-1
Bronx,Hunter College NP,1,1,0,-1,-1,-1
Bronx,Hunter College AK,1,0,-1,-1,-1,-1
Bronx,West Des Moines Valley DR,1,0,-1,-1,-1,-1
Bronx,Lexington NB,1,0,-1,-1,-1,-1
Bronx,Cambridge Rindge and Latin OS,1,0,-1,-1,-1,-1
Bronx,Lexington KB,0,-1,-1,-1,-1,-1
Bronx,Walt Whitman LK,0,-1,-1,-1,-1,-1
Bronx,Lexington AS,1,0,-1,-1,-1,-1
Bronx,Scarsdale ZG,1,0,-1,-1,-1,-1
Bronx,Delbarton VK,0,-1,-1,-1,-1,-1
Bronx,Collegiate KY,0,-1,-1,-1,-1,-1
Bronx,Cambridge Rindge and Latin PO,1,1,1,1,0,-1
Bronx,Syosset AM,0,-1,-1,-1,-1,-1
Bronx,Harrison SR,1,1,1,1,1,0
Bronx,Ridge NP,0,-1,-1,-1,-1,-1
Bronx,Wilson MF,1,0,-1,-1,-1,-1
Bronx,Walt Whitman XR,1,0,-1,-1,-1,-1
Bronx,Ridge VK,0,-1,-1,-1,-1,-1
Bronx,Stuyvesant KF,1,0,-1,-1,-1,-1
Bronx,Byram Hills AW,0,-1,-1,-1,-1,-1
Bronx,Harrison MZi,1,0,-1,-1,-1,-1
Bronx,Scarsdale MC,0,-1,-1,-1,-1,-1
Bronx,Collegiate DK,0,-1,-1,-1,-1,-1
Bronx,Lake Highland Prep KP,1,0,-1,-1,-1,-1
Bronx,Scarsdale GZ,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant SL,-1,-1,-1,-1,-1,-1
Bronx,Collegiate EW,-1,-1,-1,-1,-1,-1
Bronx,Harrison KK,-1,-1,-1,-1,-1,-1
Bronx,Monticello DA,-1,-1,-1,-1,-1,-1
Bronx,Newark Science DA,-1,-1,-1,-1,-1,-1
Bronx,Syosset JW,-1,-1,-1,-1,-1,-1
Bronx,Scarsdale SJ,-1,-1,-1,-1,-1,-1
Bronx,Upper Arlington HW,-1,-1,-1,-1,-1,-1
Bronx,Delbarton EC,-1,-1,-1,-1,-1,-1
Bronx,West Des Moines Valley EM,-1,-1,-1,-1,-1,-1
Bronx,Randolph HK,-1,-1,-1,-1,-1,-1
Bronx,Walt Whitman CC,-1,-1,-1,-1,-1,-1
Bronx,Byram Hills SC,-1,-1,-1,-1,-1,-1
Bronx,West Des Moines Valley CT,-1,-1,-1,-1,-1,-1
Bronx,Millburn CS,-1,-1,-1,-1,-1,-1
Bronx,Oakwood Secondary AM,-1,-1,-1,-1,-1,-1
Bronx,Barrington VA,-1,-1,-1,-1,-1,-1
Bronx,Byram Hills JB,-1,-1,-1,-1,-1,-1
Bronx,Concord Carlisle DL,-1,-1,-1,-1,-1,-1
Bronx,St. Louis Park DA,-1,-1,-1,-1,-1,-1
Bronx,Pembroke Pines Charter JF,-1,-1,-1,-1,-1,-1
Bronx,Westford AS,-1,-1,-1,-1,-1,-1
Bronx,University MW,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant KW,-1,-1,-1,-1,-1,-1
Bronx,Harrison AEl,-1,-1,-1,-1,-1,-1
Bronx,Lake Highland Prep OT,-1,-1,-1,-1,-1,-1
Bronx,Barrington SN,-1,-1,-1,-1,-1,-1
Bronx,Pembroke Pines Charter SS,-1,-1,-1,-1,-1,-1
Bronx,Collegiate DM,-1,-1,-1,-1,-1,-1
Bronx,Scarsdale JN,-1,-1,-1,-1,-1,-1
Bronx,Barrington HS,-1,-1,-1,-1,-1,-1
Bronx,Hunter College TC,-1,-1,-1,-1,-1,-1
Bronx,Byram Hills AG,-1,-1,-1,-1,-1,-1
Bronx,Harrison LCo,-1,-1,-1,-1,-1,-1
Bronx,Roslyn AG,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant PY,-1,-1,-1,-1,-1,-1
Bronx,Walt Whitman MH,-1,-1,-1,-1,-1,-1
Bronx,Hendrick Hudson MG,-1,-1,-1,-1,-1,-1
Bronx,Hunter College MS,-1,-1,-1,-1,-1,-1
Bronx,Montville RU,-1,-1,-1,-1,-1,-1
Bronx,Scarsdale ML,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant YE,-1,-1,-1,-1,-1,-1
Bronx,Harrison BS,-1,-1,-1,-1,-1,-1
Bronx,Princeton EO,-1,-1,-1,-1,-1,-1
Bronx,Lexington NG,-1,-1,-1,-1,-1,-1
Bronx,Pingry AG,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake MG,-1,-1,-1,-1,-1,-1
Bronx,Nova Sr JK,-1,-1,-1,-1,-1,-1
Bronx,Newtown AH,-1,-1,-1,-1,-1,-1
Bronx,Millburn PH,-1,-1,-1,-1,-1,-1
Bronx,Walt Whitman JB,-1,-1,-1,-1,-1,-1
Bronx,Cypress Bay SD,-1,-1,-1,-1,-1,-1
Bronx,Monticello KC,-1,-1,-1,-1,-1,-1
Bronx,Isidore Newman AA,-1,-1,-1,-1,-1,-1
Bronx,Oakwood Secondary JS,-1,-1,-1,-1,-1,-1
Bronx,Harrison CS,-1,-1,-1,-1,-1,-1
Bronx,Princeton MM,-1,-1,-1,-1,-1,-1
Bronx,Ridge JH,-1,-1,-1,-1,-1,-1
Bronx,Hunter College TF,-1,-1,-1,-1,-1,-1
Bronx,Princeton JK,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake VC,-1,-1,-1,-1,-1,-1
Bronx,Success Academy SC,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant MR,-1,-1,-1,-1,-1,-1
Bronx,Oakwood Secondary JG,-1,-1,-1,-1,-1,-1
Bronx,Oakwood Secondary AB,-1,-1,-1,-1,-1,-1
Bronx,Byram Hills CS,-1,-1,-1,-1,-1,-1
Bronx,Millburn AL,-1,-1,-1,-1,-1,-1
Bronx,Barrington JH,-1,-1,-1,-1,-1,-1
Bronx,Bridgewater-Raritan I RK,-1,-1,-1,-1,-1,-1
Bronx,Randolph AP,-1,-1,-1,-1,-1,-1
Bronx,George Washington CO JS,-1,-1,-1,-1,-1,-1
Bronx,Princeton MN,-1,-1,-1,-1,-1,-1
Bronx,Collegiate HL,-1,-1,-1,-1,-1,-1
Bronx,Byram Hills RP,-1,-1,-1,-1,-1,-1
Bronx,Princeton NE,-1,-1,-1,-1,-1,-1
Bronx,Ridge ST,-1,-1,-1,-1,-1,-1
Bronx,Hunter College ML,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake JD,-1,-1,-1,-1,-1,-1
Bronx,George Washington CO KB,-1,-1,-1,-1,-1,-1
Bronx,Marriotts Ridge QC,-1,-1,-1,-1,-1,-1
Bronx,Upper Dublin RZ,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake NP,-1,-1,-1,-1,-1,-1
Bronx,Randolph EW,-1,-1,-1,-1,-1,-1
Bronx,Lexington RW,-1,-1,-1,-1,-1,-1
Bronx,Lexington VV,-1,-1,-1,-1,-1,-1
Bronx,Byram Hills JBi,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake SP,-1,-1,-1,-1,-1,-1
Bronx,Brentwood RY,-1,-1,-1,-1,-1,-1
Bronx,Brentwood WJ,-1,-1,-1,-1,-1,-1
Bronx,Pembroke Pines Charter EG,-1,-1,-1,-1,-1,-1
Bronx,Newark Science SM,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake ER,-1,-1,-1,-1,-1,-1
Bronx,Cape Elizabeth CO,-1,-1,-1,-1,-1,-1
Bronx,Randolph AH,-1,-1,-1,-1,-1,-1
Bronx,Cambridge Rindge and Latin SS,-1,-1,-1,-1,-1,-1
Bronx,Pembroke Pines Charter WW,-1,-1,-1,-1,-1,-1
Bronx,Montville AS,-1,-1,-1,-1,-1,-1
Bronx,Bettendorf RN,-1,-1,-1,-1,-1,-1
Bronx,Isidore Newman LA,-1,-1,-1,-1,-1,-1
Bronx,Montville AL,-1,-1,-1,-1,-1,-1
Bronx,Brentwood EL,-1,-1,-1,-1,-1,-1
Bronx,Nova Sr MH,-1,-1,-1,-1,-1,-1
Bronx,Montville EJ,-1,-1,-1,-1,-1,-1
Bronx,Brentwood LR,-1,-1,-1,-1,-1,-1
Bronx,Brentwood EBl,-1,-1,-1,-1,-1,-1
Bronx,Montville AH,-1,-1,-1,-1,-1,-1
Bronx,Nueva JT,-1,-1,-1,-1,-1,-1
Bronx,Brentwood KM,-1,-1,-1,-1,-1,-1
Bronx,Lake Mary AR,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant OG,-1,-1,-1,-1,-1,-1
Bronx,Collegiate SE,-1,-1,-1,-1,-1,-1
Bronx,Bridgewater-Raritan I JC,-1,-1,-1,-1,-1,-1
Bronx,Newark Science DJ,-1,-1,-1,-1,-1,-1
Bronx,La Salle College SR,-1,-1,-1,-1,-1,-1
Bronx,Harvard-Westlake EZ,-1,-1,-1,-1,-1,-1
Bronx,Syosset JA,-1,-1,-1,-1,-1,-1
Bronx,Monticello AM,-1,-1,-1,-1,-1,-1
Bronx,La Salle College FB,-1,-1,-1,-1,-1,-1
Bronx,Newtown EJ,-1,-1,-1,-1,-1,-1
Bronx,Montville KL,-1,-1,-1,-1,-1,-1
Bronx,Trinity Prep MP,-1,-1,-1,-1,-1,-1
Bronx,Lake Mary DD,-1,-1,-1,-1,-1,-1
Bronx,Collegiate MO,-1,-1,-1,-1,-1,-1
Bronx,Brentwood JD,-1,-1,-1,-1,-1,-1
Bronx,Boca Raton Community OL,-1,-1,-1,-1,-1,-1
Bronx,Stuyvesant SH,-1,-1,-1,-1,-1,-1
Bronx,Lake Mary CM,-1,-1,-1,-1,-1,-1
Bronx,Cypress Bay SH,-1,-1,-1,-1,-1,-1
Bronx,Westford VA,-1,-1,-1,-1,-1,-1
Bronx,Poly Prep Country Day MD,-1,-1,-1,-1,-1,-1
Bronx,Nova Sr SS,-1,-1,-1,-1,-1,-1
Bronx,Isidore Newman AJ,-1,-1,-1,-1,-1,-1
Beltway,Wilson MF,,1,1,0,-1,-1
Beltway,Scarsdale GZ,,1,1,1,1,0
Beltway,Byram Hills JB,,1,1,0,-1,-1
Beltway,Monticello DA,,1,1,1,0,-1
Beltway,Byram Hills AW,,1,1,0,-1,-1
Beltway,Newtown AH,,1,1,0,-1,-1
Beltway,Scarsdale ZE,,1,1,1,0,-1
Beltway,Hunter College AK,,1,0,-1,-1,-1
